word,lemmas,pos,points
blowhard,blowhard,n,2
blowhole,blowhole,n,2
blowjobs,blowjob,n,2
blowlamp,blowlamp,n,3
blowoffs,blowoff,n,3
blowouts,blowout,n,2
blowpipe,blowpipe,n,3
blowtube,blowtube,n,3
bluchers,blucher,n,3
bludgeon,bludgeon,n|v,2
bludgers,bludger,n,3
blueback,blueback,n,3
blueball,blueball,n,3
bluebeat,bluebeat,n,3
bluebell,bluebell,n,2
bluebill,bluebill,n,3
bluebird,bluebird,n,2
bluebook,bluebook,n,3
bluecaps,bluecap,n,3
bluecoat,bluecoat,n,3
bluefins,bluefin,n,2
bluefish,bluefish,n,2
bluegill,bluegill,n,2
bluegums,bluegum,n,3
bluehead,bluehead,n,3
blueings,blueing,n,3
bluejack,bluejack,n,3
bluejays,bluejay,n,2
blueline,blueline,n,3
blueness,blueness,n,2
bluenose,bluenose,n,3
bluesman,bluesman,n,2
bluesmen,bluesman,n,2
bluestem,bluestem,n,2
bluetick,bluetick,n,3
blueweed,blueweed,n,3
bluewood,bluewood,n,3
bluffers,bluffer,n,3
blunders,blunder,n|v,2
blungers,blunger,n,3
blurbist,blurbist,n,3
blurring,blur,j|n|v,1
blurters,blurter,n,3
blushers,blusher,n,3
blusters,bluster,n|v,2
boarders,boarder,n,2
boarding,board|boarding,n|v,1
boardman,boardman,n,3
boardmen,boardman,n,3
boarfish,boarfish,n,3
boasters,boaster,n,3
boasting,boast,n|v,1
boatbill,boatbill,n,3
boatfuls,boatful,n,3
boathook,boathook,n,3
boatings,boating,n,2
boatlift,boatlift,n|v,3
boatload,boatload,n,2
boatneck,boatneck,n,3
boatport,boatport,n,3
boatsman,boatsman,n,3
boatsmen,boatsman,n,3
boatyard,boatyard,n,2
bobbinet,bobbinet,n,3
bobbysox,bobbysox,n,3
bobeches,bobeche,n,3
bobolink,bobolink,n,3
bobskate,bobskate,n,3
bobstays,bobstay,n,3
bobtails,bobtail,n|v,3
bobwhite,bobwhite,n,2
bocaccio,bocaccio,n,3
bodement,bodement,n,3
bodhrans,bodhran,n,3
bodyside,bodyside,n,3
bodysuit,bodysuit,n,2
bodywash,bodywash,n,3
bodywork,bodywork,n,2
boehmite,boehmite,n,3
boffolas,boffola,n,3
bogbeans,bogbean,n,3
bogeyman,bogeyman,n,2
bogeymen,bogeyman,n,2
bogglers,boggler,n,3
bogholes,boghole,n,3
boglands,bogland,n,3
bogwoods,bogwood,n,3
bogyisms,bogyism,n,3
bohemian,bohemian,j|n,2
bohemias,bohemia,n,3
bohriums,bohrium,n,3
boiloffs,boiloff,n,3
boilover,boilover,n,3
boiserie,boiserie,n,3
boldface,boldface,n|v,2
boldness,boldness,n,2
bolivars,bolivar,n,3
bolivias,bolivia,n,3
bollards,bollard,n,2
bollocks,bollocks,n,3
bollworm,bollworm,n,2
bolognas,bologna,n,2
boloneys,boloney,n,3
bolshies,bolshie|bolshy,n,3
bolsters,bolster,n|v,1
bolthead,bolthead,n,3
bolthole,bolthole,n,3
boltonia,boltonia,n,3
boltrope,boltrope,n,3
bombarde,bombarde,n,3
bombards,bombard,n|v,2
bombasts,bombast,n,2
bombesin,bombesin,n,3
bombings,bombing,n,1
bomblets,bomblet,n,3
bombload,bombload,n,3
bomboras,bombora,n,3
bombycid,bombycid,n,3
bombyxes,bombyx,n,3
bonanzas,bonanza,n,2
bondages,bondage,n,2
bondings,bonding,n,2
bondmaid,bondmaid,n,3
bondsman,bondsman,n,2
bondsmen,bondsman,n,2
bonebeds,bonebed,n,3
bonefish,bonefish,n,2
bonehead,bonehead,n,2
bonemeal,bonemeal,n,3
bonesets,boneset,n,3
boneyard,boneyard,n,2
bonfires,bonfire,n,2
bongoist,bongoist,n,3
bonhomie,bonhomie,n,2
boniatos,boniato,n,3
boniface,boniface,n,3
boniness,boniness,n,3
bonitoes,bonito,n,2
bonnocks,bonnock,n,3
bonspell,bonspell,n,3
bonspiel,bonspiel,n,3
bontboks,bontbok,n,3
bontebok,bontebok,n,3
bonusing,bonusing,n,3
boobirds,boobird,n,3
boodlers,boodler,n,3
boogaloo,boogaloo,n|v,2
boogyman,boogyman,n,3
boogymen,boogyman,n,3
bookbags,bookbag,n,3
bookcase,bookcase,n,2
bookends,bookend,n|v,2
bookfuls,bookful,n,3
bookings,booking,n,2
booklets,booklet,n,2
booklice,booklice,n,3
booklore,booklore,n,3
bookmark,bookmark,n|v,2
bookrack,bookrack,n,3
bookrest,bookrest,n,3
bookshop,bookshop,n,2
bookwork,bookwork,n,3
bookworm,bookworm,n,2
boomkins,boomkin,n,3
boomlets,boomlet,n,2
boomtown,boomtown,n,2
boosters,booster,n,1
bootjack,bootjack,n,3
bootlace,bootlace,n,3
bootlegs,bootleg,n|v,2
boozings,boozing,n,3
boracite,boracite,n,3
borazons,borazon,n,3
bordeaux,bordeaux,n,3
bordello,bordello,n,2
borderer,borderer,n,3
bordures,bordure,n,3
boreases,boreas,n,3
borecole,borecole,n,3
boredoms,boredom,n,1
borehole,borehole,n,2
borkings,borking,n,3
borneols,borneol,n,3
bornites,bornite,n,3
boronias,boronia,n,3
boroughs,borough,n,2
borrelia,borrelia,n,3
borrower,borrower,n,1
borsches,borsch,n,3
borschts,borscht,n,2
borstals,borstal,n,3
boscages,boscage,n,3
boschbok,boschbok,n,3
boshboks,boshbok,n,3
boshvark,boshvark,n,3
boskages,boskage,n,3
bosquets,bosquet,n,3
bossdoms,bossdom,n,3
bossisms,bossism,n,3
botanica,botanica,n,3
botanies,botany,n,2
botanist,botanist,n,2
botchers,botcher,n,3
botchery,botchery,n,3
botflies,botfly,n,3
bothrium,bothrium,n,3
botrytis,botrytis,n,3
bottlers,bottler,n,2
bottling,bottle|bottling,n|v,1
bottomer,bottomer,n,3
bottomry,bottomry,n,3
botulins,botulin,n,3
botulism,botulism,n,2
bouchees,bouchee,n,3
boudoirs,boudoir,n,2
bouffant,bouffant,j|n,2
boughpot,boughpot,n,3
bouillon,bouillon,n,2
boulders,boulder,n|v,1
bouncers,bouncer,n,2
boundary,boundary,n,1
bounders,bounder,n,3
bounties,bounty,n,1
bouquets,bouquet,n,2
bourbons,bourbon,n,2
bourdons,bourdon,n,3
bourrees,bourree,n,3
bourride,bourride,n,3
boursins,boursin,n,3
bourtree,bourtree,n,3
bousouki,bousouki,n,3
boutades,boutade,n,3
boutique,boutique,n,1
bouviers,bouvier,n,3
bouzouki,bouzouki,n,3
bovinity,bovinity,n,3
boweries,bowery,n,2
bowheads,bowhead,n,2
bowknots,bowknot,n,3
bowlders,bowlder,n,3
bowlfuls,bowlful,n,3
bowlines,bowline,n,2
bowlings,bowling,n,1
bowshots,bowshot,n,3
bowsprit,bowsprit,n,3
bowwoods,bowwood,n,3
boxballs,boxball,n,3
boxberry,boxberry,n,3
boxboard,boxboard,n,3
boxiness,boxiness,n,3
boxthorn,boxthorn,n,3
boxwoods,boxwood,n,2
boyarism,boyarism,n,3
boychick,boychick,n,3
boychiks,boychik,n,3
boycotts,boycott,n|v,1
boyhoods,boyhood,n,2
brabbler,brabbler,n,3
bracelet,bracelet,n,1
braceros,bracero,n,2
brachets,brachet,n,3
brachial,brachial,j|n,2
brachium,brachium,n,3
bracings,bracing,n,2
braciola,braciola,n,3
braciole,braciole,n,3
brackens,bracken,n,2
brackets,bracket,n|v,1
braconid,braconid,n,3
bractlet,bractlet,n,3
bradawls,bradawl,n,3
bradoons,bradoon,n,3
braggart,braggart,n,2
braggers,bragger,n,3
bragging,brag,j|n|v,1
brahmans,brahman,n,2
braiders,braider,n,3
braiding,braid|braiding,n|v,2
brailler,brailler,n,3
brainiac,brainiac,n,2
brainpan,brainpan,n,3
brakeage,brakeage,n,3
brakeman,brakeman,n,2
brakemen,brakeman,n,2
brambles,bramble,n|v,2
branches,branch,n|v,1
branchia,branchia,n,3
brandade,brandade,n,3
branders,brander,n,3
brandies,brandy,n|v,1
branding,brand|branding,j|n|v,1
branners,branner,n,3
brantail,brantail,n,3
brasiers,brasier,n,3
brasilin,brasilin,n,3
brassage,brassage,n,3
brassard,brassard,n,3
brassart,brassart,n,3
brassica,brassica,n,2
brassies,brassie,n,3
braunite,braunite,n,3
bravados,bravado,n,2
bravuras,bravura,n,2
brawlers,brawler,n,2
brawling,brawl,n|v,2
braziers,brazier,n,2
brazilin,brazilin,n,3
breacher,breacher,n,3
breaches,breach,n|v,1
breadbox,breadbox,n,3
breading,bread,n|v,1
breadnut,breadnut,n,3
breadths,breadth,n,2
breakage,breakage,n,2
breakers,breaker,n,2
breaking,break|breaking,n|v,1
breakout,breakout,n,2
breakups,breakup,n,1
breather,breather,n,2
breccias,breccia,n,3
brechams,brecham,n,3
brechans,brechan,n,3
breeches,breech,n|v,2
breeders,breeder,n,2
breeding,breed|breeding,n|v,1
bregmata,bregma,n,3
brekkies,brekkie,n,3
bresaola,bresaola,n,3
brethren,brother,n,1
brevetcy,brevetcy,n,3
breviary,breviary,n,3
breviers,brevier,n,3
brewages,brewage,n,3
brewings,brewing,n,2
brewises,brewis,n,3
brewpubs,brewpub,n,2
brewskis,brewski,n,3
brickbat,brickbat,n,3
brickles,brickle,n,3
bricoles,bricole,n,3
bridging,bridge|bridging,j|n|v,1
bridlers,bridler,n,3
bridoons,bridoon,n,3
briefers,briefer,n,2
briefing,brief|briefing,n|v,1
brigades,brigade,n|v,1
brigands,brigand,n,2
brimmers,brimmer,n,3
brindles,brindle,n,3
bringers,bringer,n,2
bringing,bring,n|v,1
brioches,brioche,n,2
brionies,briony,n,3
brisance,brisance,n,3
briskets,brisket,n,2
brisling,brisling,n,3
bristles,bristle,n|v,2
bristols,bristol,n,3
britches,britches,n,2
britskas,britska,n,3
britzkas,britzka,n,3
britzska,britzska,n,3
broacher,broacher,n,3
broaches,broach,n|v,2
broadaxe,broadaxe,n,3
broadway,broadway,n,1
brocades,brocade,n|v,2
brocatel,brocatel,n,3
broccoli,broccoli,n,1
brochure,brochure,n,1
brockage,brockage,n,3
brockets,brocket,n,3
brocolis,brocoli,n,3
broguery,broguery,n,3
broidery,broidery,n,3
broilers,broiler,n,2
brokages,brokage,n,3
brokings,broking,n,3
brollies,brolly,n,3
bromance,bromance,n,2
bromelia,bromelia,n,3
bromelin,bromelin,n,3
bromides,bromide,n,2
bromines,bromine,n,2
bromisms,bromism,n,3
bronchia,bronchia,n,3
bronchos,broncho,n,3
bronchus,bronchus,n,3
bronzers,bronzer,n,2
bronzing,bronze|bronzing,n|v,1
brooches,brooch,n,2
brooders,brooder,n,2
brookies,brookie,n,3
brookite,brookite,n,3
brooklet,brooklet,n,3
brothels,brothel,n,2
brothers,brother,n|v,1
brougham,brougham,n,3
brouhaha,brouhaha,n,2
browband,browband,n,3
browbone,browbone,n,3
browners,browner,n,3
brownies,brownie,n,2
browning,brown|browning,j|n|v,1
brownout,brownout,n,2
browsers,browser,n,1
browsing,browse,n|v,1
brucella,brucella,n,3
brucines,brucine,n,3
brucites,brucite,n,3
bruisers,bruiser,n,2
bruising,bruise|bruising,j|n|v,1
bruiters,bruiter,n,3
brulyies,brulyie,n,3
brulzies,brulzie,n,3
brumbies,brumby,n,3
bruncher,bruncher,n,3
brunches,brunch,n|v,2
brunette,brunette,n,2
brunizem,brunizem,n,3
brushers,brusher,n,3
brushing,brush,n|v,1
brushoff,brushoff,n,3
brushups,brushup,n,3
brutisms,brutism,n,3
bruxisms,bruxism,n,3
bryology,bryology,n,3
bryonies,bryony,n,3
bryozoan,bryozoan,n,3
bubblers,bubbler,n,3
bubblies,bubbly,n,2
bubingas,bubinga,n,3
buckaroo,buckaroo,n,2
buckayro,buckayro,n,3
buckbean,buckbean,n,3
buckeens,buckeen,n,3
buckeroo,buckeroo,n,3
buckeyes,buckeye,n,3
buckling,buckle,n|v,1
bucksaws,bucksaw,n,3
buckshee,buckshee,n,3
buckshot,buckshot,n,2
buckskin,buckskin,n,2
bucktail,bucktail,n,3
bucolics,bucolic,n,2
buddings,budding,n,2
buddleia,buddleia,n,3
budgeter,budgeter,n,3
budwoods,budwood,n,3
budworms,budworm,n,3
buffalos,buffalo,n,1
buffeter,buffeter,n,3
buffoons,buffoon,n,2
bugaboos,bugaboo,n,2
bugbanes,bugbane,n,3
bugbears,bugbear,n,2
bughouse,bughouse,n,3
bugseeds,bugseed,n,3
buhlwork,buhlwork,n,3
builders,builder,n,1
building,build|building,n|v,1
buildout,buildout,n,3
buildups,buildup,n,1
bulblets,bulblet,n,3
bulghurs,bulghur,n,3
bulimias,bulimia,n,2
bulimics,bulimic,n,2
bulkages,bulkage,n,3
bulkhead,bulkhead,n,2
bullaces,bullace,n,3
bullbats,bullbat,n,3
bullcook,bullcook,n,3
bulldogs,bulldog,n|v,1
bulletin,bulletin,n|v,1
bullfrog,bullfrog,n,2
bullhead,bullhead,n,3
bullhorn,bullhorn,n,2
bullions,bullion,n,2
bullneck,bullneck,n,3
bullnose,bullnose,n,3
bullocks,bullock,n,2
bullpens,bullpen,n,2
bullpout,bullpout,n,3
bullring,bullring,n,2
bullrush,bullrush,n,3
bullseye,bullseye,n,3
bullshit,bullshit,n|v,1
bullshot,bullshot,n,3
bullweed,bullweed,n,3
bullwhip,bullwhip,n|v,2
bullyboy,bullyboy,n,3
bullying,bully,n|v,1
bulwarks,bulwark,n|v,2
bumblers,bumbler,n,3
bumbling,bumble|bumbling,j|n|v,2
bumboats,bumboat,n,3
bumelias,bumelia,n,3
bummalos,bummalo,n,3
bumpkins,bumpkin,n,2
bunchers,buncher,n,3
bunching,bunch,n|v,1
buncombe,buncombe,n,3
bundists,bundist,n,3
bundlers,bundler,n,2
bundling,bundle|bundling,j|n|v,1
bunfight,bunfight,n,3
bungalow,bungalow,n,2
bunghole,bunghole,n,3
bunglers,bungler,n,3
bungling,bungle|bungling,j|n|v,2
bunheads,bunhead,n,3
bunkmate,bunkmate,n,2
bunrakus,bunraku,n,3
buntings,bunting,n,2
buntline,buntline,n,3
buoyages,buoyage,n,3
buoyance,buoyance,n,3
buoyancy,buoyancy,n,2
burblers,burbler,n,3
burbling,burble|burbling,j|n|v,2
burdener,burdener,n,3
burdocks,burdock,n,2
burettes,burette,n,3
burgages,burgage,n,3
burghers,burgher,n,2
burglars,burglar,n,2
burglary,burglary,n,2
burgonet,burgonet,n,3
burgouts,burgout,n,3
burgrave,burgrave,n,3
burgundy,burgundy,j|n,2
burkites,burkite,n,3
burlesks,burlesk,n,3
burnable,burnable,n,3
burnings,burning,n,1
burnoose,burnoose,n,3
burnouts,burnout,n,2
burnside,burnside,n,3
burrfish,burrfish,n,3
burritos,burrito,n,2
burrower,burrower,n,3
burseeds,burseed,n,3
bursitis,bursitis,n,2
bursters,burster,n,3
bursting,burst,j|n|v,1
burstone,burstone,n,3
burweeds,burweed,n,3
busgirls,busgirl,n,3
bushbaby,bushbaby,n,3
bushbuck,bushbuck,n,3
busheler,busheler,n,3
bushfire,bushfire,n,3
bushgoat,bushgoat,n,3
bushidos,bushido,n,3
bushings,bushing,n,2
bushland,bushland,n,3
bushlots,bushlot,n,3
bushpigs,bushpig,n,3
bushtits,bushtit,n,3
bushveld,bushveld,n,3
bushwahs,bushwah,n,3
business,business,n,1
buskings,busking,n,3
busloads,busload,n,2
bussings,bussing,n,3
bustards,bustard,n,3
bustiers,bustier,n,3
bustlers,bustler,n,3
bustline,bustline,n,3
busulfan,busulfan,n,3
busybody,busybody,n,2
busyness,busyness,n,2
busywork,busywork,n,2
butanols,butanol,n,3
butanone,butanone,n,3
butchers,butcher,n|v,1
butchery,butchery,n,2
butthead,butthead,n,3
buttocks,buttock,n,3
buttoner,buttoner,n,3
buttress,buttress,n|v,2
butylene,butylene,n,3
butyrals,butyral,n,3
butyrate,butyrate,n,3
butyrins,butyrin,n,3
butyryls,butyryl,n,3
buybacks,buyback,n,2
buzzards,buzzard,n,2
buzzbait,buzzbait,n,3
buzzcuts,buzzcut,n,3
buzzings,buzzing,n,2
buzzkill,buzzkill,n,2
buzzwigs,buzzwig,n,3
buzzword,buzzword,n,2
byliners,byliner,n,3
bypasses,bypass,n|v,1
byssuses,byssus,n,3
bystreet,bystreet,n,3
baaskaaps,baaskaap,n,3
baasskaps,baasskap,n,3
babbittry,babbittry,n,3
babblings,babbling,n,2
babirusas,babirusa,n,3
babirussa,babirussa,n,3
baboonery,baboonery,n,3
babouches,babouche,n,3
babushkas,babushka,n,2
babydolls,babydoll,n,3
babyhoods,babyhood,n,2
bacalhaus,bacalhau,n,3
baccarats,baccarat,n,2
bacchanal,bacchanal,j|n,2
bacchante,bacchante,n,3
bacchants,bacchant,n,3
bachelors,bachelor,n,1
backaches,backache,n,2
backbeats,backbeat,n,2
backbench,backbench,n,3
backbends,backbend,n,3
backbiter,backbiter,n,3
backblock,backblock,n,3
backboard,backboard,n,2
backbones,backbone,n,1
backcasts,backcast,n,3
backchats,backchat,n,3
backcloth,backcloth,n,3
backcourt,backcourt,n,2
backdowns,backdown,n,3
backdraft,backdraft,n,3
backdrops,backdrop,n|v,1
backfield,backfield,n,2
backflips,backflip,n|v,2
backflows,backflow,n,3
backhouse,backhouse,n,3
backlands,backland,n,3
backlight,backlight,n|v,2
backliner,backliner,n,3
backpacks,backpack,n|v,1
backplane,backplane,n,3
backplate,backplate,n,3
backrests,backrest,n,2
backrooms,backroom,n,2
backseats,backseat,n,2
backshore,backshore,n,3
backsides,backside,n,2
backslash,backslash,n,3
backslide,backslide,n|v,2
backspace,backspace,n|v,3
backspins,backspin,n,2
backsplit,backsplit,n,3
backstage,backstage,j|n|r,2
backstair,backstair,n,3
backstays,backstay,n,3
backstory,backstory,n,2
backstrap,backstrap,n,3
backswing,backswing,n,2
backsword,backsword,n,3
backtalks,backtalk,n,3
backtrack,backtrack,n|v,2
backwater,backwater,n,2
backwoods,backwoods,j|n,3
backwraps,backwrap,n,3
backyards,backyard,n,1
baclofens,baclofen,n,3
bacterial,bacterial,j|n,1
bacterias,bacteria,n,1
bacterins,bacterin,n,3
bacterium,bacterium,n,3
bacteroid,bacteroid,n,3
badgering,badger,n|v,2
badminton,badminton,n,2
badnesses,badness,n,2
bafflegab,bafflegab,n,3
bagatelle,bagatelle,n,3
bagginess,bagginess,n,3
baghouses,baghouse,n,3
bagpipers,bagpiper,n,2
baguettes,baguette,n,2
bahuvrihi,bahuvrihi,n,3
baidarkas,baidarka,n,3
bailiwick,bailiwick,n,2
bailments,bailment,n,3
bakeapple,bakeapple,n,3
bakehouse,bakehouse,n,3
bakelites,bakelite,n,3
bakemeats,bakemeat,n,3
bakeshops,bakeshop,n,3
bakewares,bakeware,n,3
baksheesh,baksheesh,n,3
balaclava,balaclava,n,2
balalaika,balalaika,n,3
balancers,balancer,n,2
balancing,balance,n|v,1
balconies,balcony,n,1
baldachin,baldachin,n,3
baldaquin,baldaquin,n,3
baldheads,baldhead,n,3
baldpates,baldpate,n,3
baldricks,baldrick,n,3
balefires,balefire,n,3
balisaurs,balisaur,n,3
balkiness,balkiness,n,3
balklines,balkline,n,3
balladeer,balladeer,n,2
balladist,balladist,n,3
ballaster,ballaster,n,3
ballcocks,ballcock,n,3
ballerina,ballerina,n,2
ballfield,ballfield,n,2
ballgames,ballgame,n,2
ballgirls,ballgirl,n,3
ballhawks,ballhawk,n,3
ballistae,ballista,n,3
ballistas,ballista,n,3
ballonets,ballonet,n,3
ballonnes,ballonne,n,3
balloters,balloter,n,3
balloting,ballot|balloting,n|v,1
ballparks,ballpark,n,2
ballpoint,ballpoint,n,2
ballrooms,ballroom,n,2
ballyards,ballyard,n,3
balmacaan,balmacaan,n,3
balminess,balminess,n,3
balmorals,balmoral,n,3
balusters,baluster,n,2
bandagers,bandager,n,3
bandaging,bandage|bandaging,n|v,2
bandannas,bandanna,n,2
bandboxes,bandbox,n,3
banderole,banderole,n,3
banderols,banderol,n,3
bandicoot,bandicoot,n,3
bandiness,bandiness,n,3
bandmates,bandmate,n,2
bandoleer,bandoleer,n,3
bandolier,bandolier,n,2
bandoneon,bandoneon,n,3
bandshell,bandshell,n,3
bandstand,bandstand,n,2
bandurist,bandurist,n,3
bandwagon,bandwagon,n,2
bandwidth,bandwidth,n,2
baneberry,baneberry,n,3
bangbelly,bangbelly,n,3
bangtails,bangtail,n,3
banishers,banisher,n,3
banisters,banister,n,2
banjoists,banjoist,n,3
bankbooks,bankbook,n,3
bankcards,bankcard,n,3
banknotes,banknote,n,2
banksides,bankside,n,3
bannerets,banneret,n,3
bannerols,bannerol,n,3
bannister,bannister,n,2
banqueter,banqueter,n,3
banquette,banquette,n,2
banterers,banterer,n,3
bantering,banter,n|v,2
bantlings,bantling,n,3
baptisias,baptisia,n,3
baptistry,baptistry,n,3
baptizers,baptizer,n,3
barachois,barachois,n,3
baratheas,barathea,n,3
barbarian,barbarian,j|n,2
barbarism,barbarism,n,2
barbarity,barbarity,n,2
barbascos,barbasco,n,3
barbecuer,barbecuer,n,3
barbecues,barbecue,n|v,1
barbeques,barbeque,n|v,2
barbettes,barbette,n,3
barbicans,barbican,n,3
barbicels,barbicel,n,3
barbitals,barbital,n,3
barbitone,barbitone,n,3
barbottes,barbotte,n,3
barbwires,barbwire,n,3
barcarole,barcarole,n,3
bareboats,bareboat,n,3
baresarks,baresark,n,3
bargainer,bargainer,n,3
bargellos,bargello,n,3
bargepole,bargepole,n,3
barghests,barghest,n,3
barguests,barguest,n,3
baritones,baritone,n,2
barkeeper,barkeeper,n,3
barleducs,barleduc,n,3
barmbrack,barmbrack,n,3
barminess,barminess,n,3
barnacles,barnacle,n,2
barnboard,barnboard,n,3
barnbrack,barnbrack,n,3
barnwoods,barnwood,n,3
barnyards,barnyard,n,2
barograms,barogram,n,3
barograph,barograph,n,3
barometer,barometer,n,2
barometry,barometry,n,3
baronages,baronage,n,3
baronetcy,baronetcy,n,3
barosaurs,barosaur,n,3
baroscope,baroscope,n,3
barouches,barouche,n,3
barquette,barquette,n,3
barracker,barracker,n,3
barracoon,barracoon,n,3
barracuda,barracuda,n,2
barrancas,barranca,n,3
barrancos,barranco,n,3
barrasway,barrasway,n,3
barraters,barrater,n,3
barrators,barrator,n,3
barrelage,barrelage,n,3
barrelful,barrelful,n,3
barretors,barretor,n,3
barrettes,barrette,n,2
barricade,barricade,n|v,2
barriques,barrique,n,3
barrister,barrister,n,2
barstools,barstool,n,2
bartender,bartender,n,1
barterers,barterer,n,3
bartering,barter,n|v,2
bartisans,bartisan,n,3
bartizans,bartizan,n,3
barytones,barytone,n,3
bascinets,bascinet,n,3
baseballs,baseball,n,1
baseboard,baseboard,n,2
baseheads,basehead,n,3
baseliner,baseliner,n,3
baselines,baseline,n,1
baseloads,baseload,n,2
basements,basement,n,1
basepaths,basepath,n,3
baseplate,baseplate,n,3
basifiers,basifier,n,3
basilects,basilect,n,3
basilicae,basilica,n,2
basilicas,basilica,n,2
basilisks,basilisk,n,2
basinfuls,basinful,n,3
basketful,basketful,n,3
basophile,basophile,n,3
basophils,basophil,n,3
bassinets,bassinet,n,2
basswoods,basswood,n,2
bastilles,bastille,n,3
batfishes,batfish,n,3
batfowler,batfowler,n,3
bathhouse,bathhouse,n,2
batholith,batholith,n,3
bathrobes,bathrobe,n,2
bathrooms,bathroom,n,1
bathwater,bathwater,n,2
batonnier,batonnier,n,3
battalias,battalia,n,3
battalion,battalion,n,1
battement,battement,n,3
batteners,battener,n,3
battening,batten|battening,n|v,2
batterers,batterer,n,2
batteries,batterie|battery,n,1
battering,batter|battering,n|v,1
battiness,battiness,n,3
battleaxe,battleaxe,n,3
baudekins,baudekin,n,3
bauhinias,bauhinia,n,3
bawdiness,bawdiness,n,3
bayadeers,bayadeer,n,3
bayaderes,bayadere,n,3
bayfronts,bayfront,n,3
bazillion,bazillion,n,2
bdelliums,bdellium,n,3
beachball,beachball,n,3
beachboys,beachboy,n,3
beachgoer,beachgoer,n,3
beachhead,beachhead,n,2
beachside,beachside,j|n,2
beachwear,beachwear,n,3
beadhouse,beadhouse,n,3
beadiness,beadiness,n,3
beadledom,beadledom,n,3
beadrolls,beadroll,n,3
beadworks,beadwork,n,2
beaglings,beagling,n,3
beanballs,beanball,n,3
beaneries,beanery,n,3
beanfeast,beanfeast,n,3
beanpoles,beanpole,n,2
beanstalk,beanstalk,n,2
bearberry,bearberry,n,3
beargrass,beargrass,n,3
bearskins,bearskin,n,2
bearwoods,bearwood,n,3
beastings,beastings,n,3
beatboxer,beatboxer,n,3
beatdowns,beatdown,n,2
beatitude,beatitude,n,2
beaucoups,beaucoup,n,3
beavering,beaver,n|v,2
bebeerine,bebeerine,n,3
beboppers,bebopper,n,3
beccafico,beccafico,n,3
bechamels,bechamel,n,3
beckoners,beckoner,n,3
beckoning,beckon,j|n|v,2
becomings,becoming,n,3
becquerel,becquerel,n,3
bedboards,bedboard,n,3
bedchairs,bedchair,n,3
bedcovers,bedcover,n,2
bedehouse,bedehouse,n,3
bedfellow,bedfellow,n,2
bedframes,bedframe,n,3
bedlamers,bedlamer,n,3
bedlamite,bedlamite,n,3
bedliners,bedliner,n,3
bedmakers,bedmaker,n,3
bedplates,bedplate,n,3
bedquilts,bedquilt,n,3
bedsheets,bedsheet,n,2
bedsitter,bedsitter,n,3
bedskirts,bedskirt,n,3
bedsonias,bedsonia,n,3
bedspread,bedspread,n,2
bedspring,bedspring,n,2
bedstands,bedstand,n,3
bedsteads,bedstead,n,2
bedstraws,bedstraw,n,3
bedwarmer,bedwarmer,n,3
bedwetter,bedwetter,n,3
beebreads,beebread,n,3
beechmast,beechmast,n,3
beechnuts,beechnut,n,3
beechwood,beechwood,n,3
beefaloes,beefalo,n,3
beefcakes,beefcake,n,3
beefeater,beefeater,n,3
beefiness,beefiness,n,3
beefsteak,beefsteak,n,2
beefwoods,beefwood,n,3
beekeeper,beekeeper,n,2
beeriness,beeriness,n,3
beestings,beestings,n,3
beeswings,beeswing,n,3
beetroots,beetroot,n,3
befoulers,befouler,n,3
begetters,begetter,n,3
beggardom,beggardom,n,3
beggaries,beggary,n,3
beginners,beginner,n,1
beginning,begin,n|v,1
begrudger,begrudger,n,3
beguilers,beguiler,n,3
behaviors,behavior,n,1
behaviour,behaviour,n,3
beheadals,beheadal,n,3
beheaders,beheader,n,3
beheading,behead|beheading,n|v,2
behemoths,behemoth,n,2
beholders,beholder,n,2
bejabbers,bejabbers,n,3
bejasuses,bejasus,n,3
bejesuses,bejesus,n,2
belemnite,belemnite,n,3
believers,believer,n,1
belittler,belittler,n,3
bellbirds,bellbird,n,3
bellbuoys,bellbuoy,n,3
bellowers,bellower,n,3
bellowing,bellow|bellowing,j|n|v,2
bellpulls,bellpull,n,3
bellworts,bellwort,n,3
bellyache,bellyache,n|v,2
bellyband,bellyband,n,3
bellyboat,bellyboat,n,3
bellyfuls,bellyful,n,3
beltlines,beltline,n,3
belvedere,belvedere,n,3
benadryls,benadryl,n,3
benchland,benchland,n,3
benchmark,benchmark,n|v,1
bendiness,bendiness,n,3
benedicks,benedick,n,3
benedicts,benedict,n,3
benefices,benefice,n|v,3
benefiter,benefiter,n,3
bengaline,bengaline,n,3
benignity,benignity,n,3
benjamins,benjamin,n,3
bentgrass,bentgrass,n,3
benthoses,benthos,n,3
bentonite,bentonite,n,3
bentwoods,bentwood,n,3
benzenoid,benzenoid,n,3
benzidine,benzidine,n,3
benzidins,benzidin,n,3
benzoates,benzoate,n,3
berberine,berberine,n,3
berberins,berberin,n,3
berceuses,berceuse,n,3
berdaches,berdache,n,3
berdashes,berdash,n,3
bereavers,bereaver,n,3
bergamots,bergamot,n,2
bergenias,bergenia,n,3
beriberis,beriberi,n,3
berimbaus,berimbau,n,3
berkelium,berkelium,n,3
bernicles,bernicle,n,3
berrettas,berretta,n,3
berryings,berrying,n,3
berserker,berserker,n,2
berthings,berthing,n,3
beryllium,beryllium,n,2
beseecher,beseecher,n,3
